id,order_id,meal_id
7113,3630,114
7114,3630,117
7115,3630,116
7116,3631,53
7117,3631,52
7118,3632,57
7119,3632,56
7120,3633,24
7121,3636,42
7122,3636,40
7123,3637,322
7124,3637,329
7125,3638,222
7126,3639,208
7127,3639,212
7128,3639,208
7129,3641,5
7130,3641,6
7131,3642,307
7132,3642,309
7133,3642,306
7134,3642,301
7135,3643,31
7136,3643,29
7137,3643,35
7138,3644,309
7139,3644,301
7140,3645,148
7141,3646,167
7142,3646,165
7143,3647,76
7144,3647,77
7145,3647,78
7146,3647,77
7147,3647,82
7148,3648,249
7149,3650,91
7150,3651,34
7151,3651,29
7152,3652,213
7153,3652,214
7154,3653,52
7155,3653,54
7156,3654,38
7157,3654,38
7158,3654,34
7159,3655,196
7160,3655,193
7161,3655,190
7162,3655,198
7163,3655,191
7164,3656,134
7165,3656,126
7166,3657,179
7167,3658,222
7168,3658,219
7169,3658,222
7170,3659,117
7171,3659,119
7172,3659,114
7173,3660,262
7174,3660,255
7175,3660,255
7176,3661,36
7177,3661,37
7178,3661,28
7179,3662,116
7180,3662,120
7181,3662,116
7182,3663,248
7183,3663,243
7184,3663,247
7185,3663,241
7186,3664,123
7187,3665,152
7188,3666,12
7189,3666,15
7190,3666,14
7191,3667,48
7192,3667,47
7193,3668,256
7194,3668,255
7195,3668,254
7196,3669,259
7197,3670,147
7198,3671,26
7199,3671,26
7200,3672,55
7201,3672,54
7202,3672,56
7203,3673,342
7204,3674,143
7205,3675,221
7206,3675,215
7207,3675,222
7208,3676,95
7209,3677,317
7210,3677,311
7211,3678,151
7212,3679,319
7213,3679,318
7214,3680,47
7215,3681,79
7216,3681,81
7217,3681,81
7218,3681,79
7219,3682,81
7220,3682,83
7221,3682,83
7222,3682,81
7223,3683,58
7224,3683,57
7225,3683,54
7226,3683,54
7227,3683,53
7228,3684,57
7229,3685,267
7230,3685,273
7231,3687,287
7232,3687,290
7233,3689,310
7234,3689,305
7235,3689,310
7236,3690,174
7237,3691,140
7238,3694,297
7239,3694,290
7240,3694,286
7241,3695,117
7242,3695,117
7243,3695,119
7244,3696,246
7245,3696,250
7246,3696,240
7247,3696,251
7248,3697,190
7249,3697,201
7250,3697,203
7251,3698,43
7252,3698,49
7253,3698,39
7254,3698,40
7255,3700,348
7256,3700,340
7257,3700,341
7258,3700,349
7259,3700,337
7260,3701,41
7261,3702,112
7262,3702,110
7263,3702,115
7264,3703,174
7265,3704,328
7266,3705,81
7267,3705,78
7268,3705,76
7269,3705,83
7270,3706,17
7271,3707,6
7272,3708,235
7273,3709,284
7274,3710,45
7275,3710,42
7276,3710,44
7277,3711,2
7278,3712,99
7279,3712,101
7280,3712,106
7281,3712,107
7282,3713,288
7283,3713,292
7284,3713,291
7285,3713,291
7286,3714,145
7287,3717,162
7288,3718,137
7289,3718,142
7290,3718,146
7291,3720,225
7292,3720,223
7293,3720,216
7294,3722,110
7295,3722,112
7296,3722,119
7297,3722,118
7298,3723,103
7299,3723,103
7300,3723,103
7301,3724,4
7302,3724,10
7303,3725,104
7304,3725,105
7305,3726,183
7306,3726,176
7307,3726,179
7308,3726,180
7309,3727,38
7310,3727,33
7311,3727,32
7312,3728,175
7313,3729,317
7314,3729,314
7315,3729,313
7316,3729,311
7317,3731,84
7318,3732,302
7319,3732,305
7320,3733,226
7321,3733,229
7322,3733,233
7323,3734,219
7324,3734,221
7325,3735,46
7326,3735,39
7327,3735,51
7328,3735,47
7329,3736,41
7330,3736,50
7331,3736,40
7332,3736,43
7333,3737,42
7334,3737,45
7335,3737,49
7336,3739,323
7337,3739,325
7338,3739,328
7339,3739,328
7340,3739,321
7341,3740,240
7342,3740,239
7343,3740,239
7344,3741,315
7345,3742,74
7346,3742,73
7347,3743,105
7348,3743,104
7349,3744,347
7350,3744,346
7351,3747,301
7352,3747,302
7353,3747,308
7354,3748,184
7355,3749,80
7356,3749,81
7357,3749,77
7358,3749,80
7359,3750,225
7360,3750,215
7361,3751,84
7362,3752,276
7363,3752,278
7364,3752,280
7365,3753,343
7366,3753,340
7367,3754,248
7368,3754,242
7369,3754,248
7370,3755,20
7371,3755,21
7372,3755,20
7373,3756,313
7374,3756,313
7375,3756,315
7376,3757,79
7377,3758,225
7378,3758,219
7379,3758,225
7380,3759,186
7381,3760,22
7382,3761,174
7383,3762,237
7384,3762,234
7385,3766,330
7386,3766,330
7387,3766,331
7388,3767,84
7389,3767,78
7390,3767,84
7391,3768,257
7392,3769,9
7393,3769,4
7394,3769,5
7395,3770,212
7396,3770,209
7397,3771,279
7398,3772,181
7399,3772,181
7400,3773,140
7401,3773,139
7402,3773,141
7403,3773,141
7404,3775,59
7405,3776,112
7406,3778,149
7407,3779,100
7408,3780,165
7409,3780,169
7410,3780,169
7411,3780,166
7412,3781,262
7413,3781,259
7414,3781,258
7415,3781,258
7416,3782,81
7417,3782,83
7418,3782,80
7419,3783,206
7420,3783,207
7421,3784,38
7422,3785,313
7423,3785,317
7424,3786,252
7425,3786,240
7426,3787,313
7427,3787,315
7428,3788,289
7429,3788,297
7430,3789,173
7431,3789,170
7432,3789,165
7433,3790,77
7434,3791,303
7435,3791,301
7436,3791,306
7437,3792,109
7438,3792,118
7439,3792,120
7440,3793,124
7441,3794,186
7442,3795,296
7443,3796,104
7444,3796,96
7445,3797,269
7446,3797,263
7447,3797,264
7448,3797,273
7449,3797,263
7450,3798,201
7451,3798,197
7452,3798,191
7453,3798,200
7454,3798,196
7455,3799,211
7456,3799,214
7457,3799,207
7458,3799,209
7459,3800,221
7460,3800,219
7461,3802,327
7462,3802,325
7463,3803,334
7464,3803,332
7465,3803,330
7466,3803,332
7467,3804,295
7468,3804,289
7469,3804,297
7470,3805,315
7471,3806,280
7472,3807,54
7473,3807,57
7474,3808,312
7475,3808,315
7476,3808,317
7477,3808,312
7478,3809,103
7479,3810,222
7480,3810,218
7481,3810,220
7482,3811,200
7483,3811,193
7484,3811,197
7485,3811,200
7486,3811,202
7487,3812,76
7488,3812,79
7489,3812,79
7490,3812,75
7491,3813,59
7492,3814,67
7493,3814,72
7494,3815,75
7495,3816,22
7496,3816,27
7497,3817,4
7498,3817,6
7499,3819,240
7500,3819,241
7501,3820,207
7502,3820,205
7503,3821,233
7504,3821,229
7505,3821,233
7506,3821,230
7507,3821,237
7508,3822,292
7509,3822,285
7510,3823,236
7511,3824,89
7512,3824,85
7513,3824,95
7514,3825,170
7515,3825,164
7516,3825,168
7517,3825,168
7518,3825,163
7519,3826,281
7520,3826,275
7521,3826,283
7522,3826,281
7523,3827,273
7524,3827,272
7525,3830,99
7526,3830,99
7527,3831,108
7528,3831,104
7529,3831,105
7530,3831,108
7531,3831,97
7532,3833,86
7533,3833,87
7534,3833,94
7535,3833,89
7536,3833,90
7537,3834,80
7538,3834,78
7539,3834,76
7540,3834,83
7541,3835,98
7542,3835,104
7543,3838,166
7544,3838,172
7545,3838,170
7546,3840,72
7547,3840,60
7548,3840,74
7549,3840,71
7550,3841,281
7551,3842,266
7552,3842,271
7553,3842,263
7554,3843,235
7555,3843,234
7556,3844,102
7557,3844,106
7558,3845,302
7559,3845,302
7560,3846,125
7561,3847,139
7562,3847,146
7563,3847,145
7564,3848,262
7565,3848,261
7566,3848,254
7567,3848,258
7568,3849,40
7569,3850,134
7570,3850,135
7571,3850,124
7572,3851,329
7573,3851,325
7574,3851,324
7575,3851,326
7576,3851,322
7577,3852,95
7578,3852,95
7579,3852,86
7580,3853,259
7581,3853,260
7582,3854,263
7583,3854,264
7584,3854,272
7585,3855,181
7586,3855,184
7587,3856,313
7588,3856,314
7589,3857,328
7590,3857,328
7591,3857,329
7592,3857,327
7593,3858,275
7594,3858,281
7595,3858,280
7596,3858,281
7597,3859,27
7598,3859,27
7599,3861,218
7600,3861,215
7601,3861,221
7602,3861,216
7603,3862,329
7604,3863,221
7605,3863,217
7606,3864,263
7607,3864,269
7608,3864,272
7609,3865,19
7610,3865,14
7611,3867,339
7612,3867,341
7613,3867,349
7614,3867,345
7615,3868,136
7616,3868,145
7617,3869,216
7618,3869,223
7619,3870,257
7620,3871,205
7621,3871,210
7622,3871,214
7623,3872,15
7624,3872,17
7625,3872,12
7626,3872,18
7627,3873,326
7628,3873,325
7629,3874,148
7630,3874,162
7631,3874,158
7632,3879,267
7633,3879,272
7634,3879,272
7635,3880,261
7636,3880,260
7637,3880,260
7638,3880,261
7639,3881,345
7640,3881,341
7641,3882,258
7642,3883,140
7643,3883,137
7644,3883,138
7645,3884,176
7646,3884,183
7647,3886,318
7648,3887,88
7649,3887,85
7650,3889,56
7651,3889,58
7652,3889,53
7653,3889,57
7654,3891,167
7655,3892,35
7656,3892,38
7657,3892,35
7658,3893,26
7659,3893,27
7660,3894,132
7661,3894,131
7662,3895,56
7663,3895,53
7664,3896,26
7665,3897,61
7666,3897,64
7667,3898,65
7668,3898,60
7669,3898,73
7670,3899,23
7671,3899,23
7672,3899,23
7673,3900,174
7674,3901,89
7675,3901,93
7676,3902,318
7677,3902,314
7678,3902,314
7679,3902,316
7680,3902,313
7681,3904,9
7682,3904,10
7683,3905,97
7684,3905,104
7685,3905,103
7686,3906,38
7687,3906,38
7688,3906,38
7689,3906,32
7690,3907,334
7691,3907,336
7692,3907,335
7693,3908,311
7694,3909,151
7695,3909,157
7696,3910,175
7697,3910,163
7698,3910,166
7699,3910,165
7700,3911,263
7701,3911,266
7702,3911,272
7703,3911,272
7704,3912,278
7705,3912,275
7706,3912,280
7707,3913,128
7708,3914,146
7709,3915,138
7710,3916,240
7711,3916,239
7712,3916,247
7713,3917,175
7714,3917,163
7715,3918,142
7716,3918,136
7717,3918,140
7718,3919,134
7719,3919,134
7720,3919,134
7721,3919,133
7722,3920,279
7723,3921,308
7724,3922,58
7725,3922,52
7726,3922,56
7727,3923,281
7728,3923,281
7729,3924,228
7730,3924,238
7731,3925,37
7732,3925,38
7733,3925,37
7734,3926,144
7735,3926,144
7736,3927,51
7737,3927,47
7738,3928,91
7739,3928,94
7740,3928,87
7741,3929,96
7742,3930,109
7743,3930,112
7744,3931,279
7745,3931,277
7746,3932,277
7747,3933,123
7748,3933,132
7749,3934,316
7750,3935,216
7751,3935,216
7752,3935,215
7753,3935,225
7754,3937,209
7755,3937,213
7756,3937,207
7757,3937,213
7758,3938,347
7759,3938,341
7760,3938,341
7761,3938,339
7762,3939,219
7763,3939,219
7764,3940,302
7765,3941,129
7766,3942,97
7767,3942,107
7768,3942,108
7769,3943,328
7770,3943,326
7771,3943,322
7772,3944,340
7773,3944,341
7774,3944,344
7775,3945,145
7776,3945,144
7777,3945,140
7778,3946,70
7779,3946,68
7780,3947,335
7781,3947,334
7782,3947,331
7783,3947,335
7784,3948,56
7785,3949,320
7786,3950,152
7787,3950,154
7788,3950,157
7789,3951,131
7790,3951,126
7791,3951,129
7792,3952,334
7793,3954,304
7794,3954,304
7795,3955,173
7796,3955,171
7797,3956,325
7798,3956,329
7799,3957,40
7800,3958,96
7801,3958,105
7802,3959,275
7803,3959,275
7804,3960,220
7805,3960,215
7806,3960,221
7807,3960,221
7808,3961,160
7809,3962,274
7810,3962,274
7811,3963,296
7812,3963,288
7813,3965,267
7814,3965,270
7815,3965,270
7816,3966,338
7817,3966,344
7818,3966,349
7819,3966,349
7820,3967,289
7821,3967,295
7822,3967,293
7823,3967,285
7824,3967,291
7825,3968,302
7826,3969,284
7827,3970,170
7828,3971,332
7829,3973,188
7830,3973,187
7831,3973,183
7832,3974,83
7833,3975,212
7834,3975,205
7835,3976,113
7836,3976,121
7837,3976,115
7838,3977,179
7839,3977,184
7840,3978,263
7841,3978,263
7842,3978,272
7843,3979,161
7844,3979,149
7845,3980,52
7846,3981,189
7847,3981,185
7848,3981,183
7849,3982,29
7850,3982,36
7851,3983,318
7852,3983,316
7853,3983,312
7854,3984,36
7855,3984,28
7856,3985,96
7857,3985,101
7858,3986,51
7859,3986,41
7860,3986,51
7861,3987,18
7862,3990,126
7863,3990,126
7864,3990,131
7865,3991,94
7866,3991,91
7867,3992,98
7868,3992,103
7869,3993,329
7870,3993,321
7871,3993,329
7872,3993,325
7873,3994,79
7874,3994,79
7875,3995,122
7876,3995,122
7877,3995,134
7878,3996,213
7879,3996,213
7880,3996,206
7881,3997,322
7882,3998,27
7883,3998,24
7884,3998,24
7885,3998,27
7886,3998,27
7887,3999,146
7888,3999,143
7889,3999,141
7890,4000,212
7891,4000,212
7892,4001,216
7893,4001,225
7894,4002,27
7895,4003,27
7896,4003,26
7897,4004,94
7898,4004,91
7899,4004,86
7900,4004,86
7901,4004,92
7902,4005,36
7903,4005,31
7904,4006,163
7905,4007,135
7906,4007,126
7907,4009,139
7908,4009,141
7909,4010,205
7910,4010,210
7911,4011,201
7912,4011,198
7913,4012,317
7914,4013,22
7915,4013,26
7916,4014,137
7917,4014,146
7918,4015,173
7919,4015,170
7920,4015,175
7921,4015,165
7922,4016,57
7923,4017,153
7924,4017,155
7925,4017,157
7926,4017,147
7927,4018,316
7928,4019,152
7929,4019,153
7930,4020,18
7931,4020,19
7932,4021,273
7933,4022,285
7934,4022,288
7935,4022,286
7936,4022,284
7937,4023,85
7938,4023,87
7939,4024,316
7940,4024,316
7941,4024,319
7942,4024,319
7943,4025,119
7944,4026,4
7945,4027,57
7946,4027,58
7947,4028,36
7948,4031,199
7949,4031,201
7950,4031,201
7951,4031,202
7952,4032,123
7953,4032,125
7954,4033,92
7955,4034,107
7956,4034,96
7957,4034,96
7958,4035,149
7959,4035,158
7960,4035,161
7961,4035,160
7962,4036,138
7963,4037,2
7964,4037,5
7965,4038,154
7966,4038,151
7967,4038,149
7968,4038,154
7969,4038,149
7970,4039,238
7971,4039,234
7972,4039,233
7973,4039,235
7974,4040,158
7975,4040,149
7976,4041,142
7977,4041,143
7978,4041,139
7979,4043,273
7980,4043,263
7981,4044,36
7982,4045,141
7983,4045,140
7984,4045,138
7985,4046,92
7986,4046,90
7987,4047,158
7988,4047,160
7989,4048,105
7990,4048,106
7991,4049,103
7992,4049,106
7993,4050,265
7994,4051,39
7995,4052,306
7996,4052,307
7997,4053,235
7998,4053,233
7999,4053,231
8000,4054,111
8001,4054,118
8002,4055,193
8003,4055,202
8004,4056,280
8005,4057,323
8006,4057,322
8007,4057,328
8008,4058,305
8009,4058,302
8010,4062,55
8011,4062,57
8012,4062,56
8013,4062,58
8014,4063,176
8015,4064,274
8016,4064,282
8017,4064,278
8018,4064,282
8019,4066,303
8020,4066,304
8021,4066,308
8022,4066,308
8023,4067,145
8024,4067,139
8025,4068,281
8026,4070,312
8027,4070,314
8028,4070,316
8029,4071,221
8030,4072,316
8031,4072,312
8032,4072,317
8033,4073,82
8034,4074,92
8035,4074,86
8036,4074,93
8037,4075,254
8038,4075,256
8039,4075,253
8040,4076,300
8041,4077,114
8042,4077,118
8043,4077,114
8044,4077,119
8045,4079,257
8046,4079,257
8047,4079,262
8048,4080,282
8049,4080,283
8050,4080,276
8051,4080,280
8052,4081,124
8053,4082,183
8054,4082,179
8055,4082,180
8056,4085,92
8057,4086,26
8058,4086,27
8059,4086,23
8060,4087,21
8061,4087,12
8062,4087,16
8063,4087,14
8064,4089,266
8065,4090,209
8066,4090,210
8067,4090,212
8068,4091,130
8069,4091,127
8070,4091,124
8071,4093,49
8072,4094,45
8073,4094,49
8074,4094,40
8075,4095,17
8076,4095,21
8077,4096,157
8078,4096,147
8079,4096,161
8080,4099,267
8081,4099,265
8082,4099,270
8083,4100,287
8084,4100,291
8085,4100,289
8086,4101,176
8087,4102,163
8088,4103,274
8089,4104,312
8090,4104,317
8091,4104,314
8092,4104,311
8093,4105,303
8094,4105,303
8095,4105,309
8096,4107,50
8097,4107,39
8098,4108,70
8099,4108,71
8100,4108,70
8101,4109,220
8102,4110,309
8103,4110,307
8104,4111,25
8105,4112,20
8106,4112,21
8107,4112,20
8108,4112,16
8109,4113,251
8110,4113,245
8111,4114,29
8112,4115,226
8113,4115,230
8114,4115,233
8115,4116,95
8116,4117,40
8117,4118,171
8118,4118,169
8119,4118,166
8120,4118,174
8121,4119,174
8122,4119,171
8123,4121,136
8124,4121,142
8125,4123,269
8126,4123,265
8127,4123,265
8128,4124,315
8129,4124,317
8130,4125,328
8131,4127,258
8132,4127,259
8133,4127,257
8134,4128,269
8135,4128,269
8136,4129,236
8137,4129,230
8138,4129,233
8139,4130,208
8140,4131,7
8141,4131,2
8142,4133,218
8143,4134,309
8144,4136,309
8145,4136,299
8146,4137,130
8147,4137,131
8148,4138,339
8149,4138,348
8150,4139,216
8151,4139,222
8152,4140,58
8153,4140,53
8154,4140,58
8155,4141,253
8156,4141,253
8157,4141,258
8158,4141,255
8159,4141,262
8160,4142,214
8161,4142,205
8162,4143,202
8163,4143,192
8164,4143,203
8165,4143,196
8166,4144,264
8167,4144,271
8168,4144,264
8169,4144,270
8170,4144,268
8171,4145,240
8172,4146,324
8173,4146,327
8174,4146,323
8175,4147,87
8176,4148,277
8177,4148,283
8178,4148,274
8179,4149,236
8180,4149,231
8181,4151,319
8182,4151,318
8183,4151,317
8184,4151,315
8185,4151,318
8186,4152,208
8187,4152,210
8188,4152,213
8189,4153,27
8190,4154,258
8191,4155,318
8192,4155,318
8193,4155,315
8194,4155,317
8195,4156,84
8196,4156,83
8197,4157,281
8198,4158,326
8199,4158,323
8200,4158,327
8201,4159,134
8202,4159,128
8203,4160,307
8204,4160,300
8205,4160,306
8206,4161,161
8207,4161,147
8208,4162,265
8209,4162,273
8210,4164,88
8211,4164,88
8212,4164,95
8213,4165,261
8214,4166,150
8215,4166,161
8216,4168,3
8217,4169,255
8218,4169,254
8219,4170,189
8220,4170,187
8221,4171,49
8222,4171,42
8223,4171,41
8224,4171,44
8225,4172,120
8226,4173,185
8227,4175,72
8228,4175,73
8229,4175,62
8230,4175,67
8231,4176,324
8232,4177,8
8233,4177,4
8234,4177,4
8235,4177,2
8236,4178,116
8237,4178,117
8238,4178,115
8239,4178,112
8240,4179,251
8241,4180,232
8242,4181,166
8243,4181,172
8244,4181,169
8245,4182,275
8246,4182,283
8247,4182,274
8248,4184,214
8249,4184,208
8250,4184,211
8251,4184,214
8252,4185,211
8253,4185,207
8254,4185,209
8255,4186,85
8256,4186,93
8257,4187,40
8258,4187,51
8259,4187,44
8260,4188,119
8261,4188,118
8262,4188,114
8263,4189,334
8264,4189,330
8265,4189,331
8266,4189,335
8267,4189,335
8268,4190,119
8269,4190,120
8270,4191,260
8271,4191,260
8272,4191,253
8273,4191,256
8274,4191,260
8275,4192,244
8276,4192,251
8277,4193,168
8278,4193,164
8279,4194,42
8280,4196,275
8281,4196,280
8282,4197,334
8283,4197,332
8284,4197,330
8285,4198,315
8286,4198,319
8287,4199,52
8288,4200,23
8289,4200,26
8290,4201,196
8291,4201,203
8292,4201,199
8293,4202,23
8294,4202,22
8295,4202,22
8296,4202,22
8297,4203,142
8298,4203,136
8299,4204,129
8300,4204,135
8301,4205,2
8302,4205,7
8303,4205,9
8304,4206,102
8305,4207,108
8306,4207,105
8307,4208,266
8308,4209,253
8309,4209,258
8310,4209,253
8311,4210,90
8312,4211,212
8313,4211,209
8314,4212,233
8315,4212,230
8316,4212,231
8317,4212,227
8318,4213,207
8319,4214,95
8320,4214,91
8321,4214,88
8322,4214,95
8323,4215,226
8324,4215,236
8325,4216,282
8326,4216,275
8327,4217,51
8328,4219,57
8329,4219,52
8330,4221,78
8331,4222,298
8332,4223,17
8333,4224,220
8334,4224,219
8335,4224,221
8336,4225,271
8337,4225,266
8338,4225,267
8339,4225,266
8340,4226,223
8341,4227,58
8342,4228,186
8343,4228,177
8344,4228,184
8345,4228,187
8346,4230,34
8347,4230,37
8348,4231,282
8349,4231,276
8350,4232,140
8351,4232,136
8352,4232,139
8353,4233,297
8354,4234,313
8355,4234,315
8356,4234,313
8357,4234,314
8358,4235,310
8359,4235,300
8360,4236,17
8361,4237,90
8362,4239,199
8363,4239,198
8364,4240,22
8365,4240,27
8366,4241,336
8367,4243,255
8368,4243,253
8369,4243,262
8370,4243,261
8371,4243,261
8372,4244,155
8373,4244,162
8374,4244,155
8375,4245,201
8376,4246,328
8377,4246,321
8378,4246,323
8379,4247,317
8380,4248,164
8381,4248,163
8382,4249,95
8383,4249,91
8384,4249,94
8385,4251,337
8386,4251,337
8387,4251,337
8388,4251,349
8389,4252,190
8390,4252,200
8391,4253,224
8392,4254,187
8393,4254,179
8394,4254,186
8395,4255,209
8396,4256,216
8397,4256,217
8398,4257,186
8399,4257,186
8400,4257,177
8401,4257,184
8402,4257,179
8403,4258,201
8404,4258,193
8405,4258,198
8406,4259,45
8407,4259,47
8408,4259,44
8409,4259,44
8410,4259,45
8411,4260,255
8412,4260,253
8413,4261,262
8414,4263,210
8415,4263,213
8416,4263,213
8417,4265,307
8418,4265,310
8419,4265,310
8420,4266,325
8421,4266,328
8422,4267,60
8423,4267,68
8424,4267,68
8425,4268,76
8426,4269,75
8427,4270,279
8428,4270,282
8429,4270,276
8430,4270,282
8431,4271,324
8432,4271,326
8433,4271,321
8434,4272,315
8435,4272,315
8436,4273,27
8437,4273,27
8438,4273,25
8439,4274,274
8440,4274,279
8441,4275,267
8442,4275,263
8443,4275,272
8444,4275,265
8445,4275,271
8446,4276,33
8447,4276,37
8448,4277,83
8449,4277,83
8450,4277,78
8451,4277,80
8452,4278,107
8453,4279,205
8454,4279,210
8455,4280,109
8456,4280,117
8457,4280,119
8458,4280,120
8459,4281,5
8460,4281,6
8461,4282,57
8462,4282,55
8463,4283,300
8464,4283,309
8465,4283,303
8466,4283,305
8467,4284,90
8468,4284,91
8469,4285,171
8470,4285,167
8471,4285,167
8472,4285,169
8473,4286,324
8474,4286,320
8475,4287,281
8476,4287,280
8477,4288,312
8478,4288,311
8479,4288,315
8480,4289,293
8481,4289,298
8482,4291,56
8483,4291,53
8484,4292,271
8485,4293,341
8486,4293,341
8487,4295,167
8488,4295,170
8489,4295,171
8490,4296,225
8491,4297,42
8492,4298,138
8493,4299,55
8494,4299,54
8495,4300,110
8496,4301,168
8497,4301,165
8498,4302,69
8499,4302,64
8500,4303,121
8501,4305,9
8502,4305,3
8503,4306,252
8504,4306,243
8505,4307,197
8506,4307,198
8507,4309,286
8508,4309,286
8509,4309,293
8510,4310,156
8511,4310,148
8512,4310,152
8513,4311,283
8514,4311,282
8515,4312,112
8516,4313,216
8517,4313,215
8518,4313,221
8519,4313,225
8520,4313,220
8521,4314,333
8522,4316,300
8523,4316,310
8524,4316,303
8525,4318,11
8526,4319,209
8527,4319,214
8528,4319,212
8529,4320,287
8530,4320,291
8531,4320,290
8532,4320,295
8533,4320,297
8534,4321,346
8535,4322,154
8536,4322,160
8537,4322,160
8538,4323,257
8539,4323,253
8540,4324,167
8541,4324,172
8542,4324,171
8543,4325,241
8544,4326,248
8545,4327,325
8546,4327,322
8547,4327,323
8548,4327,325
8549,4328,80
8550,4328,84
8551,4329,201
8552,4330,332
8553,4330,334
8554,4330,331
8555,4331,251
8556,4332,287
8557,4332,292
8558,4332,286
8559,4333,97
8560,4334,240
8561,4334,249
8562,4335,292
8563,4335,290
8564,4335,286
8565,4335,284
8566,4335,288
8567,4336,11
8568,4337,199
8569,4337,200
8570,4338,23
8571,4338,25
8572,4339,283
8573,4339,280
8574,4339,274
8575,4340,187
8576,4341,52
8577,4341,52
8578,4343,257
8579,4344,345
8580,4344,341
8581,4345,271
8582,4345,267
8583,4345,273
8584,4346,326
8585,4346,324
8586,4347,211
8587,4347,212
8588,4347,213
8589,4348,136
8590,4348,144
8591,4349,77
8592,4349,75
8593,4349,78
8594,4350,83
8595,4350,83
8596,4351,265
8597,4351,273
8598,4351,269
8599,4351,270
8600,4353,207
8601,4353,206
8602,4354,241
8603,4354,247
8604,4355,325
8605,4355,321
8606,4357,312
8607,4357,311
8608,4358,119
8609,4359,193
8610,4359,194
8611,4359,202
8612,4360,82
8613,4361,186
8614,4361,178
8615,4361,176
8616,4362,94
8617,4362,91
8618,4363,307
8619,4363,305
8620,4363,299
8621,4364,220
8622,4364,217
8623,4364,215
8624,4365,25
8625,4365,24
8626,4365,27
8627,4366,208
8628,4367,140
8629,4367,146
8630,4370,195
8631,4370,191
8632,4371,311
8633,4371,319
8634,4371,315
8635,4372,207
8636,4372,209
8637,4372,211
8638,4373,123
8639,4373,129
8640,4373,122
8641,4374,151
8642,4374,153
8643,4375,215
8644,4375,220
8645,4376,235
8646,4376,229
8647,4377,227
8648,4377,232
8649,4378,292
8650,4379,191
8651,4380,104
8652,4380,107
8653,4380,107
8654,4381,193
8655,4383,76
8656,4383,77
8657,4383,80
8658,4383,84
8659,4384,226
8660,4384,230
8661,4385,189
8662,4385,182
8663,4386,296
8664,4386,286
8665,4387,48
8666,4387,46
8667,4387,39
8668,4387,39
8669,4388,186
8670,4388,182
8671,4389,59
8672,4389,61
8673,4389,66
8674,4390,283
8675,4391,261
8676,4392,69
8677,4394,341
8678,4394,347
8679,4395,348
8680,4395,349
8681,4395,341
8682,4396,39
8683,4397,190
8684,4397,200
8685,4397,200
8686,4398,180
8687,4399,236
8688,4400,62
8689,4400,67
8690,4400,72
8691,4401,334
8692,4401,333
8693,4401,336
8694,4402,37
8695,4402,36
8696,4402,28
8697,4402,36
8698,4403,59
8699,4403,69
8700,4404,319
8701,4404,314
8702,4406,95
8703,4407,246
8704,4407,245
8705,4408,236
8706,4409,215
8707,4409,220
8708,4410,66
8709,4411,208
8710,4411,213
8711,4411,207
8712,4411,206
8713,4411,208
8714,4412,224
8715,4412,215
8716,4412,222
8717,4412,224
8718,4414,215
8719,4415,102
8720,4417,22
8721,4417,24
8722,4418,165
8723,4418,173
8724,4418,169
8725,4419,279
8726,4419,280
8727,4419,280
8728,4420,279
8729,4420,278
8730,4420,277
8731,4420,280
8732,4420,280
8733,4421,231
8734,4422,332
8735,4422,331
8736,4422,333
8737,4423,166
8738,4424,174
8739,4424,163
8740,4424,171
8741,4425,172
8742,4425,165
8743,4426,25
8744,4427,315
8745,4427,315
8746,4427,314
8747,4428,342
8748,4429,278
8749,4429,280
8750,4430,205
8751,4430,205
8752,4430,206
8753,4430,210
8754,4431,333
8755,4431,330
8756,4432,261
8757,4432,257
8758,4433,137
8759,4433,139
8760,4433,142
8761,4433,137
8762,4434,302
8763,4435,226
8764,4435,227
8765,4436,135
8766,4436,128
8767,4436,124
8768,4436,130
8769,4437,200
8770,4437,193
8771,4437,194
8772,4437,194
8773,4438,272
8774,4438,272
8775,4438,263
8776,4438,273
8777,4439,27
8778,4441,283
8779,4441,276
8780,4442,240
8781,4443,10
8782,4444,209
8783,4445,84
8784,4445,83
8785,4446,27
8786,4446,22
8787,4446,24
8788,4446,27
8789,4447,164
8790,4449,113
8791,4449,113
8792,4449,110
8793,4449,110
8794,4449,112
8795,4450,248
8796,4450,250
8797,4451,265
8798,4451,268
8799,4451,270
8800,4451,265
8801,4452,42
8802,4452,51
8803,4452,47
8804,4453,315
8805,4453,315
8806,4454,315
8807,4454,313
8808,4455,139
8809,4455,137
8810,4456,311
8811,4457,250
8812,4457,251
8813,4458,116
8814,4458,114
8815,4459,294
8816,4459,293
8817,4459,284
8818,4460,76
8819,4460,76
8820,4460,83
8821,4460,83
8822,4461,257
8823,4461,256
8824,4461,253
8825,4462,221
8826,4464,185
8827,4464,182
8828,4465,223
8829,4465,219
8830,4466,16
8831,4466,11
8832,4467,254
8833,4467,262
8834,4467,253
8835,4467,256
8836,4469,313
8837,4469,312
8838,4469,311
8839,4470,17
8840,4470,14
8841,4470,11
8842,4470,15
8843,4472,338
8844,4473,237
8845,4473,228
8846,4473,237
8847,4474,307
8848,4474,307
8849,4475,37
8850,4475,30
8851,4475,36
8852,4475,34
8853,4476,256
8854,4476,255
8855,4476,262
8856,4476,258
8857,4477,225
8858,4477,221
8859,4477,219
8860,4477,219
